iter	sc_Vmax(1)	Km(1)	LnPrior	LnData	LnPosterior
3460	0.00557899	2.93579	6.583124e-02	-1.393587e+03	-1.393521e+03
3465	0.00557899	2.93579	6.583124e-02	-1.393587e+03	-1.393521e+03
3470	0.00561702	2.93579	6.162024e-02	-1.393535e+03	-1.393473e+03
3475	0.00512674	2.93579	1.175076e-01	-1.399014e+03	-1.398896e+03
3480	0.00518888	2.85371	1.298178e-01	-1.395476e+03	-1.395346e+03
3485	0.00569854	2.8787	6.624354e-02	-1.393712e+03	-1.393646e+03
3490	0.00569319	2.8787	6.682893e-02	-1.393676e+03	-1.393609e+03
3495	0.00532831	2.8787	1.076861e-01	-1.394313e+03	-1.394205e+03
3500	0.00561625	2.99341	4.818689e-02	-1.394005e+03	-1.393957e+03
3505	0.00566928	2.99341	4.234722e-02	-1.393861e+03	-1.393819e+03
3510	0.00566928	2.99341	4.234722e-02	-1.393861e+03	-1.393819e+03
3515	0.00578704	2.99341	2.951340e-02	-1.393940e+03	-1.393910e+03
3520	0.0055607	2.99341	5.434531e-02	-1.394289e+03	-1.394234e+03
3525	0.00603939	2.99341	2.615807e-03	-1.395978e+03	-1.395975e+03
3530	0.00603939	2.95616	1.133390e-02	-1.396575e+03	-1.396563e+03
3535	0.00558359	2.95616	6.052105e-02	-1.393755e+03	-1.393694e+03
3540	0.00561764	2.95616	5.675170e-02	-1.393667e+03	-1.393610e+03
3545	0.00561764	2.95616	5.675170e-02	-1.393667e+03	-1.393610e+03
3550	0.00561764	2.85379	8.112613e-02	-1.393342e+03	-1.393261e+03
3555	0.00561764	2.85379	8.112613e-02	-1.393342e+03	-1.393261e+03
3560	0.00554351	2.85379	8.935227e-02	-1.393132e+03	-1.393043e+03
3565	0.00554351	2.85379	8.935227e-02	-1.393132e+03	-1.393043e+03
3570	0.00528714	2.85379	1.184059e-01	-1.394257e+03	-1.394138e+03
3575	0.0057611	3.05269	1.861511e-02	-1.394144e+03	-1.394126e+03
3580	0.0057611	3.05269	1.861511e-02	-1.394144e+03	-1.394126e+03
3585	0.00596666	3.20044	-3.676543e-02	-1.394882e+03	-1.394919e+03
3590	0.00593749	2.97816	1.694063e-02	-1.394990e+03	-1.394973e+03
3595	0.00573225	2.97816	3.902180e-02	-1.393780e+03	-1.393741e+03
3600	0.00573225	2.97816	3.902180e-02	-1.393780e+03	-1.393741e+03
3605	0.00583754	2.97816	2.762596e-02	-1.394190e+03	-1.394162e+03
3610	0.00590845	2.97816	2.003258e-02	-1.394714e+03	-1.394694e+03
3615	0.005883	2.97816	2.275037e-02	-1.394502e+03	-1.394479e+03
3620	0.005883	3.07581	1.871932e-04	-1.394301e+03	-1.394301e+03
3625	0.00603372	3.07581	-1.579156e-02	-1.395072e+03	-1.395088e+03
3630	0.00613741	3.07581	-2.662284e-02	-1.396095e+03	-1.396122e+03
3635	0.006322	3.6232	-1.631662e-01	-1.397932e+03	-1.398095e+03
3640	0.00632094	3.6232	-1.630593e-01	-1.397940e+03	-1.398104e+03
3645	0.00632094	3.32779	-1.013740e-01	-1.395852e+03	-1.395953e+03
3650	0.0066627	3.32779	-1.354829e-01	-1.399502e+03	-1.399638e+03
3655	0.0059847	3.32779	-6.651813e-02	-1.396127e+03	-1.396194e+03
3660	0.0059847	3.32779	-6.651813e-02	-1.396127e+03	-1.396194e+03
3665	0.0060736	3.29635	-6.906478e-02	-1.395396e+03	-1.395465e+03
3670	0.00605	3.12771	-2.928175e-02	-1.394932e+03	-1.394961e+03
3675	0.00556702	2.95192	6.335768e-02	-1.393765e+03	-1.393702e+03
3680	0.00549045	2.76557	1.168084e-01	-1.392888e+03	-1.392771e+03
3685	0.00513464	2.38915	2.554898e-01	-1.392987e+03	-1.392732e+03
3690	0.00525415	2.65151	1.723048e-01	-1.392082e+03	-1.391910e+03
3695	0.00525415	2.53055	2.035904e-01	-1.392476e+03	-1.392273e+03
3700	0.00525415	2.53055	2.035904e-01	-1.392476e+03	-1.392273e+03
3705	0.00516802	2.53055	2.136133e-01	-1.391776e+03	-1.391562e+03
3710	0.00508316	2.53055	2.236011e-01	-1.391459e+03	-1.391235e+03
3715	0.00508316	2.53055	2.236011e-01	-1.391459e+03	-1.391235e+03
3720	0.00508316	2.53055	2.236011e-01	-1.391459e+03	-1.391235e+03
3725	0.00508316	2.53055	2.236011e-01	-1.391459e+03	-1.391235e+03
3730	0.00503391	2.3567	2.763466e-01	-1.392080e+03	-1.391803e+03
3735	0.00503391	2.41354	2.607505e-01	-1.391452e+03	-1.391192e+03
3740	0.00463256	2.41354	3.099412e-01	-1.392630e+03	-1.392320e+03
3745	0.00463256	2.23674	3.593523e-01	-1.389913e+03	-1.389554e+03
3750	0.00463256	2.23674	3.593523e-01	-1.389913e+03	-1.389554e+03
3755	0.00463256	2.23674	3.593523e-01	-1.389913e+03	-1.389554e+03
3760	0.00474849	2.23674	3.448541e-01	-1.390385e+03	-1.390040e+03
3765	0.00460397	2.23674	3.629644e-01	-1.389925e+03	-1.389562e+03
3770	0.00471889	2.23674	3.485331e-01	-1.390186e+03	-1.389837e+03
3775	0.00455687	2.20337	3.785846e-01	-1.389757e+03	-1.389378e+03
3780	0.00462691	2.20337	3.696989e-01	-1.389823e+03	-1.389453e+03
3785	0.00426651	1.96367	4.888345e-01	-1.388640e+03	-1.388151e+03
3790	0.00426651	1.96367	4.888345e-01	-1.388640e+03	-1.388151e+03
3795	0.00426651	1.96367	4.888345e-01	-1.388640e+03	-1.388151e+03
3800	0.00426651	1.96367	4.888345e-01	-1.388640e+03	-1.388151e+03
3805	0.00426607	1.96367	4.888922e-01	-1.388638e+03	-1.388149e+03
3810	0.00426607	1.96367	4.888922e-01	-1.388638e+03	-1.388149e+03
3815	0.00426607	1.85048	5.252389e-01	-1.389960e+03	-1.389435e+03
3820	0.00426607	1.95487	4.916663e-01	-1.388649e+03	-1.388157e+03
3825	0.00426607	1.95487	4.916663e-01	-1.388649e+03	-1.388157e+03
3830	0.00426607	1.95487	4.916663e-01	-1.388649e+03	-1.388157e+03
3835	0.00410774	1.95487	5.130380e-01	-1.388877e+03	-1.388364e+03
3840	0.00410774	1.95487	5.130380e-01	-1.388877e+03	-1.388364e+03
3845	0.00410774	1.95487	5.130380e-01	-1.388877e+03	-1.388364e+03
3850	0.00405741	1.89233	5.399039e-01	-1.388335e+03	-1.387795e+03
3855	0.00405741	1.89233	5.399039e-01	-1.388335e+03	-1.387795e+03
3860	0.00405741	1.89233	5.399039e-01	-1.388335e+03	-1.387795e+03
3865	0.00405741	1.89233	5.399039e-01	-1.388335e+03	-1.387795e+03
3870	0.00405741	1.89233	5.399039e-01	-1.388335e+03	-1.387795e+03
3875	0.00405741	1.89233	5.399039e-01	-1.388335e+03	-1.387795e+03
3880	0.00405741	1.89233	5.399039e-01	-1.388335e+03	-1.387795e+03
3885	0.00422713	1.89233	5.168316e-01	-1.388748e+03	-1.388231e+03
3890	0.00422713	2.05444	4.659916e-01	-1.389577e+03	-1.389111e+03
3895	0.00436897	2.05444	4.471782e-01	-1.388998e+03	-1.388550e+03
3900	0.00436897	2.05444	4.471782e-01	-1.388998e+03	-1.388550e+03
3905	0.00436897	1.98752	4.678140e-01	-1.389150e+03	-1.388682e+03
3910	0.00436897	2.05121	4.481639e-01	-1.388988e+03	-1.388540e+03
3915	0.00436897	2.05121	4.481639e-01	-1.388988e+03	-1.388540e+03
3920	0.00448507	2.05121	4.330668e-01	-1.389621e+03	-1.389188e+03
3925	0.00448507	2.20108	3.884528e-01	-1.389977e+03	-1.389589e+03
3930	0.00448507	2.20108	3.884528e-01	-1.389977e+03	-1.389589e+03
3935	0.00433605	2.24875	3.941384e-01	-1.392966e+03	-1.392572e+03
3940	0.00456238	2.23504	3.687365e-01	-1.390016e+03	-1.389647e+03
3945	0.00469131	2.23504	3.524640e-01	-1.390049e+03	-1.389696e+03
3950	0.00444121	1.90364	4.849497e-01	-1.392052e+03	-1.391567e+03
3955	0.00407138	1.88083	5.417007e-01	-1.388186e+03	-1.387645e+03
3960	0.00396434	1.88083	5.565498e-01	-1.388848e+03	-1.388292e+03
3965	0.00399174	1.88083	5.527236e-01	-1.388588e+03	-1.388035e+03
3970	0.0040492	1.80829	5.685884e-01	-1.388025e+03	-1.387457e+03
3975	0.00392744	1.80829	5.855624e-01	-1.387977e+03	-1.387391e+03
3980	0.00405668	1.80829	5.675568e-01	-1.388070e+03	-1.387502e+03
3985	0.00405668	1.80829	5.675568e-01	-1.388070e+03	-1.387502e+03
3990	0.00398048	1.80829	5.781261e-01	-1.387841e+03	-1.387263e+03
3995	0.00393568	1.80829	5.844026e-01	-1.387936e+03	-1.387352e+03
4000	0.00393568	1.80829	5.844026e-01	-1.387936e+03	-1.387352e+03
4005	0.00393652	1.80829	5.842841e-01	-1.387935e+03	-1.387351e+03
4010	0.00393652	1.81309	5.826881e-01	-1.387989e+03	-1.387406e+03
4015	0.00393489	1.81309	5.829177e-01	-1.387995e+03	-1.387412e+03
4020	0.0038981	1.88814	5.635053e-01	-1.389935e+03	-1.389372e+03
4025	0.0038981	1.78268	5.982761e-01	-1.387826e+03	-1.387228e+03
4030	0.0038981	1.78268	5.982761e-01	-1.387826e+03	-1.387228e+03
4035	0.0038981	1.78268	5.982761e-01	-1.387826e+03	-1.387228e+03
4040	0.0038981	1.78268	5.982761e-01	-1.387826e+03	-1.387228e+03
4045	0.0038981	1.78268	5.982761e-01	-1.387826e+03	-1.387228e+03
4050	0.0038981	1.78268	5.982761e-01	-1.387826e+03	-1.387228e+03
4055	0.00392534	1.78268	5.944295e-01	-1.387753e+03	-1.387159e+03
4060	0.00388953	1.78268	5.994899e-01	-1.387863e+03	-1.387264e+03
4065	0.00388953	1.78268	5.994899e-01	-1.387863e+03	-1.387264e+03
4070	0.00388953	1.61933	6.562374e-01	-1.389005e+03	-1.388349e+03
4075	0.00373356	1.61933	6.786386e-01	-1.387183e+03	-1.386504e+03
4080	0.00374609	1.61933	6.768167e-01	-1.387245e+03	-1.386569e+03
4085	0.00374609	1.6332	6.718494e-01	-1.387200e+03	-1.386528e+03
4090	0.00359395	1.53753	7.290965e-01	-1.386890e+03	-1.386161e+03
4095	0.00359395	1.53753	7.290965e-01	-1.386890e+03	-1.386161e+03
4100	0.00359395	1.60444	7.045752e-01	-1.387339e+03	-1.386635e+03
4105	0.00359395	1.60444	7.045752e-01	-1.387339e+03	-1.386635e+03
4110	0.00357337	1.60444	7.076508e-01	-1.387520e+03	-1.386812e+03
4115	0.00363658	1.52742	7.265275e-01	-1.387230e+03	-1.386503e+03
4120	0.00359268	1.52742	7.330542e-01	-1.386921e+03	-1.386188e+03
4125	0.00358245	1.52742	7.345837e-01	-1.386876e+03	-1.386142e+03
4130	0.00367811	1.52742	7.204006e-01	-1.387713e+03	-1.386992e+03
4135	0.00372443	1.52742	7.136191e-01	-1.388459e+03	-1.387745e+03
4140	0.00363343	1.52742	7.269950e-01	-1.387204e+03	-1.386477e+03
4145	0.00346689	1.52023	7.547336e-01	-1.387071e+03	-1.386316e+03
4150	0.00318417	1.26285	9.014901e-01	-1.386717e+03	-1.385815e+03
4155	0.00318417	1.25769	9.036751e-01	-1.386794e+03	-1.385890e+03
4160	0.0029765	1.25769	9.378770e-01	-1.387934e+03	-1.386996e+03
4165	0.00307361	1.25051	9.247574e-01	-1.386577e+03	-1.385652e+03
4170	0.00307361	1.19828	9.473121e-01	-1.386772e+03	-1.385825e+03
4175	0.00307361	1.24396	9.275506e-01	-1.386542e+03	-1.385615e+03
4180	0.00307361	1.27368	9.149459e-01	-1.386831e+03	-1.385916e+03
4185	0.00307361	1.27368	9.149459e-01	-1.386831e+03	-1.385916e+03
4190	0.00307361	1.27368	9.149459e-01	-1.386831e+03	-1.385916e+03
4195	0.00320919	1.27368	8.928920e-01	-1.386771e+03	-1.385879e+03
4200	0.00322015	1.27368	8.911354e-01	-1.386876e+03	-1.385985e+03
4205	0.00322015	1.27368	8.911354e-01	-1.386876e+03	-1.385985e+03
4210	0.00322015	1.27368	8.911354e-01	-1.386876e+03	-1.385985e+03
4215	0.00322015	1.27368	8.911354e-01	-1.386876e+03	-1.385985e+03
4220	0.00322015	1.27368	8.911354e-01	-1.386876e+03	-1.385985e+03
4225	0.00322015	1.27368	8.911354e-01	-1.386876e+03	-1.385985e+03
4230	0.00314741	1.27368	9.028673e-01	-1.386478e+03	-1.385575e+03
4235	0.00314741	1.27368	9.028673e-01	-1.386478e+03	-1.385575e+03
4240	0.00314741	1.27368	9.028673e-01	-1.386478e+03	-1.385575e+03
4245	0.00314741	1.27368	9.028673e-01	-1.386478e+03	-1.385575e+03
4250	0.00319665	1.27368	8.949067e-01	-1.386669e+03	-1.385775e+03
4255	0.00319665	1.27368	8.949067e-01	-1.386669e+03	-1.385775e+03
4260	0.00353159	1.40043	7.910211e-01	-1.388571e+03	-1.387780e+03
4265	0.00329226	1.40043	8.279609e-01	-1.386737e+03	-1.385909e+03
4270	0.00339253	1.40043	8.122818e-01	-1.386666e+03	-1.385854e+03
4275	0.00339253	1.40043	8.122818e-01	-1.386666e+03	-1.385854e+03
4280	0.00339253	1.40043	8.122818e-01	-1.386666e+03	-1.385854e+03
4285	0.00331711	1.40043	8.240464e-01	-1.386603e+03	-1.385779e+03
4290	0.00310236	1.40043	8.585076e-01	-1.390320e+03	-1.389461e+03
4295	0.00330395	1.40043	8.261164e-01	-1.386665e+03	-1.385839e+03
4300	0.00330395	1.40043	8.261164e-01	-1.386665e+03	-1.385839e+03
4305	0.00331072	1.40043	8.250512e-01	-1.386635e+03	-1.385810e+03
4310	0.00336535	1.40043	8.165022e-01	-1.386566e+03	-1.385749e+03
4315	0.00336535	1.40043	8.165022e-01	-1.386566e+03	-1.385749e+03
4320	0.00342625	1.40043	8.070746e-01	-1.386921e+03	-1.386114e+03
4325	0.00342625	1.40043	8.070746e-01	-1.386921e+03	-1.386114e+03
4330	0.00338076	1.40043	8.141057e-01	-1.386615e+03	-1.385801e+03
4335	0.00345024	1.50432	7.632616e-01	-1.386973e+03	-1.386210e+03
4340	0.00347792	1.50432	7.590318e-01	-1.386826e+03	-1.386067e+03
4345	0.00347792	1.50432	7.590318e-01	-1.386826e+03	-1.386067e+03
4350	0.00347792	1.50432	7.590318e-01	-1.386826e+03	-1.386067e+03
4355	0.00355197	1.50432	7.478217e-01	-1.386843e+03	-1.386095e+03
4360	0.00355904	1.50432	7.467602e-01	-1.386878e+03	-1.386131e+03
4365	0.00360112	1.50432	7.404648e-01	-1.387186e+03	-1.386446e+03
4370	0.00333639	1.32548	8.512109e-01	-1.387242e+03	-1.386391e+03
4375	0.00333639	1.42174	8.126341e-01	-1.386702e+03	-1.385890e+03
4380	0.00333639	1.42174	8.126341e-01	-1.386702e+03	-1.385890e+03
4385	0.00333639	1.41354	8.158525e-01	-1.386631e+03	-1.385815e+03
4390	0.00362857	1.41354	7.713425e-01	-1.390529e+03	-1.389758e+03
4395	0.00336561	1.41354	8.112923e-01	-1.386570e+03	-1.385759e+03
4400	0.00336561	1.41354	8.112923e-01	-1.386570e+03	-1.385759e+03
4405	0.00354542	1.41354	7.837669e-01	-1.388414e+03	-1.387630e+03
4410	0.00350873	1.52869	7.452064e-01	-1.386918e+03	-1.386173e+03
4415	0.00350873	1.52869	7.452064e-01	-1.386918e+03	-1.386173e+03
4420	0.00350873	1.52171	7.478161e-01	-1.386858e+03	-1.386110e+03
4425	0.00350873	1.52171	7.478161e-01	-1.386858e+03	-1.386110e+03
4430	0.00344138	1.52171	7.580875e-01	-1.387334e+03	-1.386576e+03
4435	0.00344138	1.52171	7.580875e-01	-1.387334e+03	-1.386576e+03
4440	0.00331472	1.44656	8.063670e-01	-1.387294e+03	-1.386488e+03
4445	0.00331472	1.44656	8.063670e-01	-1.387294e+03	-1.386488e+03
4450	0.00336682	1.44656	7.982178e-01	-1.386802e+03	-1.386004e+03
4455	0.00336682	1.44656	7.982178e-01	-1.386802e+03	-1.386004e+03
4460	0.00329338	1.3639	8.423628e-01	-1.386503e+03	-1.385661e+03
4465	0.00329338	1.48548	7.947927e-01	-1.388764e+03	-1.387969e+03
4470	0.00329338	1.35131	8.474432e-01	-1.386527e+03	-1.385680e+03
4475	0.00329338	1.35131	8.474432e-01	-1.386527e+03	-1.385680e+03
4480	0.00329338	1.35131	8.474432e-01	-1.386527e+03	-1.385680e+03
4485	0.00331935	1.35131	8.433538e-01	-1.386650e+03	-1.385807e+03
4490	0.00331935	1.35131	8.433538e-01	-1.386650e+03	-1.385807e+03
4495	0.00318007	1.35131	8.655276e-01	-1.387009e+03	-1.386144e+03
4500	0.00307653	1.35131	8.824139e-01	-1.388926e+03	-1.388044e+03
4505	0.00307653	1.35131	8.824139e-01	-1.388926e+03	-1.388044e+03
4510	0.00307653	1.35131	8.824139e-01	-1.388926e+03	-1.388044e+03
4515	0.00307653	1.30131	9.029142e-01	-1.387338e+03	-1.386435e+03
4520	0.00307653	1.28512	9.096646e-01	-1.386996e+03	-1.386086e+03
4525	0.00322588	1.28512	8.854182e-01	-1.386744e+03	-1.385859e+03
4530	0.00322588	1.28512	8.854182e-01	-1.386744e+03	-1.385859e+03
4535	0.00313871	1.28512	8.994815e-01	-1.386516e+03	-1.385617e+03
4540	0.00312823	1.28512	9.011885e-01	-1.386560e+03	-1.385659e+03
4545	0.00312823	1.28512	9.011885e-01	-1.386560e+03	-1.385659e+03
4550	0.00318635	1.28512	8.917649e-01	-1.386510e+03	-1.385618e+03
4555	0.00318635	1.28512	8.917649e-01	-1.386510e+03	-1.385618e+03
4560	0.00318635	1.28512	8.917649e-01	-1.386510e+03	-1.385618e+03
4565	0.00318635	1.41065	8.408220e-01	-1.388503e+03	-1.387663e+03
4570	0.00318635	1.41065	8.408220e-01	-1.388503e+03	-1.387663e+03
4575	0.00340206	1.41065	8.067747e-01	-1.386649e+03	-1.385842e+03
4580	0.00340206	1.41065	8.067747e-01	-1.386649e+03	-1.385842e+03
4585	0.00340206	1.4571	7.886841e-01	-1.386721e+03	-1.385932e+03
4590	0.0035105	1.4571	7.720868e-01	-1.386949e+03	-1.386177e+03
4595	0.0035105	1.4571	7.720868e-01	-1.386949e+03	-1.386177e+03
4600	0.00342287	1.4571	7.854733e-01	-1.386662e+03	-1.385877e+03
4605	0.00342287	1.4571	7.854733e-01	-1.386662e+03	-1.385877e+03
4610	0.00342287	1.48693	7.740530e-01	-1.386933e+03	-1.386158e+03
4615	0.00342287	1.58988	7.357848e-01	-1.389614e+03	-1.388878e+03
4620	0.00342287	1.54752	7.513245e-01	-1.388211e+03	-1.387459e+03
4625	0.00342287	1.54752	7.513245e-01	-1.388211e+03	-1.387459e+03
4630	0.00342287	1.52268	7.605694e-01	-1.387578e+03	-1.386817e+03
4635	0.00342287	1.47197	7.797600e-01	-1.386764e+03	-1.385985e+03
4640	0.00342287	1.42696	7.971660e-01	-1.386651e+03	-1.385854e+03
4645	0.00342287	1.42696	7.971660e-01	-1.386651e+03	-1.385854e+03
4650	0.00331299	1.4107	8.206437e-01	-1.386723e+03	-1.385902e+03
4655	0.00328716	1.4107	8.247148e-01	-1.386927e+03	-1.386102e+03
4660	0.00328716	1.40964	8.251307e-01	-1.386906e+03	-1.386081e+03
4665	0.00328716	1.40964	8.251307e-01	-1.386906e+03	-1.386081e+03
4670	0.00334349	1.317	8.535852e-01	-1.387568e+03	-1.386715e+03
4675	0.00334349	1.44755	8.014758e-01	-1.386996e+03	-1.386195e+03
4680	0.00334349	1.44755	8.014758e-01	-1.386996e+03	-1.386195e+03
4685	0.00334349	1.44755	8.014758e-01	-1.386996e+03	-1.386195e+03
4690	0.00330194	1.38281	8.334315e-01	-1.386543e+03	-1.385710e+03
4695	0.00348349	1.38281	8.053114e-01	-1.388162e+03	-1.387356e+03
4700	0.00341258	1.38281	8.161796e-01	-1.387053e+03	-1.386237e+03
4705	0.00330363	1.38281	8.331655e-01	-1.386539e+03	-1.385706e+03
4710	0.00330363	1.38281	8.331655e-01	-1.386539e+03	-1.385706e+03
4715	0.00330363	1.38281	8.331655e-01	-1.386539e+03	-1.385706e+03
4720	0.0033162	1.38281	8.311876e-01	-1.386524e+03	-1.385693e+03
4725	0.00337803	1.38281	8.215279e-01	-1.386733e+03	-1.385912e+03
4730	0.00337803	1.38281	8.215279e-01	-1.386733e+03	-1.385912e+03
4735	0.00337803	1.38281	8.215279e-01	-1.386733e+03	-1.385912e+03
4740	0.00337803	1.38281	8.215279e-01	-1.386733e+03	-1.385912e+03
4745	0.00337803	1.38799	8.194670e-01	-1.386685e+03	-1.385865e+03
4750	0.00337803	1.38799	8.194670e-01	-1.386685e+03	-1.385865e+03
4755	0.00320748	1.38799	8.463932e-01	-1.387439e+03	-1.386593e+03
4760	0.00333679	1.38799	8.258969e-01	-1.386536e+03	-1.385710e+03
4765	0.0033446	1.38799	8.246761e-01	-1.386550e+03	-1.385725e+03
4770	0.0033446	1.38799	8.246761e-01	-1.386550e+03	-1.385725e+03
4775	0.00351402	1.38799	7.986141e-01	-1.388629e+03	-1.387830e+03
4780	0.00315012	1.38799	8.556535e-01	-1.388525e+03	-1.387669e+03
4785	0.00315012	1.20737	9.308229e-01	-1.387513e+03	-1.386582e+03
4790	0.00309017	1.20737	9.406158e-01	-1.386771e+03	-1.385831e+03
4795	0.0029524	1.20737	9.635805e-01	-1.387089e+03	-1.386126e+03
4800	0.0029524	1.20737	9.635805e-01	-1.387089e+03	-1.386126e+03
4805	0.0029524	1.20737	9.635805e-01	-1.387089e+03	-1.386126e+03
4810	0.0029524	1.20737	9.635805e-01	-1.387089e+03	-1.386126e+03
4815	0.0029524	1.20737	9.635805e-01	-1.387089e+03	-1.386126e+03
4820	0.00305629	1.20737	9.462021e-01	-1.386588e+03	-1.385642e+03
4825	0.00305629	1.20737	9.462021e-01	-1.386588e+03	-1.385642e+03
4830	0.00305629	1.22802	9.372541e-01	-1.386537e+03	-1.385599e+03
4835	0.00305629	1.22802	9.372541e-01	-1.386537e+03	-1.385599e+03
4840	0.00305629	1.22802	9.372541e-01	-1.386537e+03	-1.385599e+03
4845	0.00305629	1.22802	9.372541e-01	-1.386537e+03	-1.385599e+03
4850	0.00305629	1.22802	9.372541e-01	-1.386537e+03	-1.385599e+03
4855	0.00305629	1.22802	9.372541e-01	-1.386537e+03	-1.385599e+03
4860	0.0030278	1.22802	9.419838e-01	-1.386649e+03	-1.385707e+03
4865	0.0030278	1.21977	9.455437e-01	-1.386595e+03	-1.385649e+03
4870	0.00305168	1.21977	9.415780e-01	-1.386539e+03	-1.385597e+03
4875	0.00305168	1.21977	9.415780e-01	-1.386539e+03	-1.385597e+03
4880	0.00305168	1.11782	9.869432e-01	-1.388978e+03	-1.387991e+03
4885	0.00294332	1.11782	1.005094e+00	-1.387068e+03	-1.386063e+03
4890	0.00294332	1.11782	1.005094e+00	-1.387068e+03	-1.386063e+03
4895	0.00294495	1.11782	1.004818e+00	-1.387083e+03	-1.386078e+03
4900	0.00294495	1.11782	1.004818e+00	-1.387083e+03	-1.386078e+03
4905	0.00294495	1.14744	9.913736e-01	-1.386718e+03	-1.385726e+03
4910	0.00290246	1.14744	9.986018e-01	-1.386816e+03	-1.385818e+03
4915	0.00290246	1.14744	9.986018e-01	-1.386816e+03	-1.385818e+03
4920	0.00290246	1.14744	9.986018e-01	-1.386816e+03	-1.385818e+03
4925	0.0028705	1.14744	1.004083e+00	-1.387079e+03	-1.386075e+03
4930	0.0028705	1.14744	1.004083e+00	-1.387079e+03	-1.386075e+03
4935	0.00283247	1.14744	1.010654e+00	-1.387614e+03	-1.386603e+03
4940	0.00305889	1.14744	9.723057e-01	-1.387869e+03	-1.386897e+03
4945	0.00305889	1.14744	9.723057e-01	-1.387869e+03	-1.386897e+03
4950	0.0031181	1.14744	9.625703e-01	-1.389258e+03	-1.388296e+03
4955	0.0031181	1.14744	9.625703e-01	-1.389258e+03	-1.388296e+03
4960	0.00283548	1.14744	1.010132e+00	-1.387561e+03	-1.386551e+03
4965	0.00300805	1.14744	9.807570e-01	-1.387100e+03	-1.386120e+03
4970	0.00289743	1.14744	9.994612e-01	-1.386842e+03	-1.385842e+03
4975	0.00289743	1.08748	1.026907e+00	-1.387263e+03	-1.386236e+03
4980	0.0028846	1.08748	1.029106e+00	-1.387146e+03	-1.386117e+03
4985	0.0028314	1.08748	1.038284e+00	-1.386970e+03	-1.385931e+03
4990	0.00287418	1.08942	1.029994e+00	-1.387045e+03	-1.386015e+03
4995	0.00287418	1.08942	1.029994e+00	-1.387045e+03	-1.386015e+03
5000	0.00287418	1.11695	1.017291e+00	-1.386843e+03	-1.385826e+03
